from_person,to_person
P4722,P3855
P1512,P1435
P1108,P3258
P3756,P117
P1093,P2352
P2338,P3228
P215,P3253
P3826,P505
P967,P3233
P1519,P4221
P1472,P2755
P1658,P314
P3135,P4378
P776,P4326
P165,P2665
P4884,P831
P4249,P3061
P4852,P1248
P424,P1217
P2782,P1471
P4242,P1960
P1385,P1354
P3865,P2297
P4774,P1910
P4908,P4361
P4613,P4435
P4727,P3867
P3053,P543
P2444,P4478
P3744,P4684
P236,P3415
P3207,P4225
P3557,P657
P4499,P3242
P3194,P4663
P2473,P2274
P4453,P3109
P1435,P272
P4694,P219
P773,P4736
P2673,P4571
P2385,P4592
P2962,P787
P3555,P596
P3535,P2120
P905,P2698
P3852,P4474
P1904,P4675
P2204,P4818
P3510,P1193
P1125,P1719
P3116,P747
P2693,P2625
P3010,P3755
P1626,P4342
P3135,P3948
P1546,P4770
P3441,P1216
P2151,P2900
P2861,P3071
P2732,P2280
P2590,P1517
P2154,P3247
P4953,P814
P1206,P2310
P2797,P954
P895,P3388
P1477,P4706
P3579,P3400
P954,P2013
P1122,P1668
P2346,P3193
P4183,P2743
P1834,P3422
P2130,P1094
P3329,P1564
P4234,P3781
P836,P1580
P1615,P2911
P332,P2271
P4848,P2545
P2478,P1779
P1775,P3133
P4385,P3010
P4487,P2230
P4829,P4823
P78,P3344
P1756,P2866
P562,P4589
P1435,P1304
P3830,P2722
P2612,P3624
P309,P1940
P607,P1065
P1106,P1336
P3806,P4219
P114,P2099
P2192,P2456
P70,P3307
P1422,P4570
P3301,P2595
P2197,P4417
P3816,P932
P1955,P4392
P3159,P3413
P3052,P2487
P3143,P4296
P1877,P3770
P148,P177
P904,P331
P2200,P110
P1926,P3806
P190,P2235
P4401,P52
P947,P3111
P4380,P3352
P2101,P2293
P4377,P2284
P3825,P4078
P3673,P1467
P4340,P1389
P2524,P4826
P574,P1127
P1252,P2293
P2862,P1834
P3843,P1190
P3739,P3413
P3851,P3953
P4164,P1533
P19,P3739
P55,P1618
P1920,P489
P339,P2175
P2100,P1585
P2877,P4315
P3796,P2168
P3784,P1931
P225,P2637
P692,P600
P3700,P424
P2110,P422
P4587,P1647
P1607,P1008
P1537,P2428
P4821,P2632
P290,P4983
P1947,P1173
P3860,P777
P1680,P3816
P699,P401
P3964,P445
P2428,P4306
P1940,P2680
P1190,P4065
P1078,P588
P4912,P2104
P4990,P2979
P2109,P4552
P1656,P2871
P348,P2183
P264,P2206
P759,P2929
P1468,P3734
P4297,P1857
P521,P278
P3783,P3483
P2912,P2224
P4516,P4158
P4082,P376
P657,P762
P487,P1004
P1030,P4840
P671,P903
P739,P3621
P1906,P3838
P757,P1788
P2519,P1575
P632,P4874
P307,P1026
P2780,P4026
P4771,P2255
P3877,P2297
P1959,P757
P2588,P1673
P1515,P2943
P3808,P767
P2493,P4817
P4227,P2707
P3431,P446
P661,P56
P2368,P810
P1300,P4059
P577,P4136
P4823,P2591
P4002,P231
P435,P4694
P2267,P51
P4821,P3638
P73,P3387
P2710,P452
P1276,P3398
P4500,P1432
P192,P1619
P3771,P3951
P990,P2823
P2440,P2809
P4674,P4798
P3367,P4007
P4,P3930
P1035,P1084
P1313,P4033
P2518,P3047
P833,P4242
P3320,P3814
P3678,P3546
P1106,P2149
P3304,P84
P1883,P3535
P1971,P4365
P4742,P1636
P2832,P4806
P4354,P3750
P3905,P1998
P4602,P2608
P2516,P2376
P1119,P1860
P742,P2959
P3056,P685
P2605,P357
P1707,P4725
P4575,P3763
P2652,P1897
P3549,P2827
P919,P3204
P4267,P86
P4499,P1982
P4464,P4800
P3,P620
P2758,P3686
P1595,P4467
P3750,P1494
P1052,P2285
P932,P1839
P4253,P4292
P2096,P631
P1738,P311
P861,P4020
P4563,P1148
P1846,P1816
P2284,P203
P938,P3433
P3478,P3664
P3689,P3957
P2007,P3557
P2482,P1495
P4424,P3699
P101,P949
P3169,P629
P2300,P4888
P94,P876
P2989,P2860
P841,P4298
P288,P239
P3878,P452
P4186,P862
P1229,P3880
P2885,P431
P175,P2887
P1794,P3473
P1225,P4195
P467,P245
P1962,P4921
P3694,P4268
P4832,P3583
P2275,P3216
P4683,P131
P2680,P4216
P4974,P4491
P922,P2864
P2162,P3509
P925,P1540
P1842,P1286
P2998,P2429
P3220,P1894
P891,P2834
P2264,P2950
P2880,P3502
P3503,P4653
P3440,P1598
P4762,P3792
P360,P1521
P2081,P1791
P358,P4636
P1075,P2014
P3257,P56
P629,P31
P3910,P2510
P3640,P947
P3650,P2780
P2684,P3862
P2765,P630
P3035,P3647
P1678,P3146
P3697,P4103
P751,P4328
P3645,P3310
P503,P24
P907,P4363
P344,P2773
P734,P4518
P304,P3859
P3547,P652
P4284,P1999
P367,P3550
P1353,P2732
P1421,P765
P1743,P2577
P4794,P162
P3215,P1013
P1721,P3361
P1893,P2048
P673,P4541
P1702,P1464
P2258,P394
P4932,P3119
P4444,P1582
P3071,P170
P1406,P712
P2322,P2974
P3576,P4322
P3728,P3082
P903,P651
P2053,P797
P2528,P1443
P3483,P1877
P3895,P690
P2811,P1326
P748,P1193
P1780,P421
P3456,P681
P3936,P225
P4726,P3140
P1116,P3489
P1333,P4042
P1256,P4170
P4431,P2221
P4401,P3300
P3078,P4541
P4056,P3634
P2905,P1342
P4982,P3791
P1013,P2440
P213,P3348
P2642,P2181
P3407,P300
P3528,P247
P912,P3400
P4050,P2817
P1774,P1525
P3785,P3304
P673,P4965
P1912,P2443
P4087,P1264
P98,P501
P2411,P965
P1885,P3616
P778,P4169
P1384,P2227
P778,P3702
P3453,P2581
P1965,P4371
P2484,P1010
P1500,P1531
P100,P916
P2386,P2378
P1452,P1429
P590,P3373
P1049,P2256
P1610,P4264
P2571,P3009
P243,P4053
P485,P2416
P4120,P3842
P947,P3559
P2150,P4224
P537,P4104
P2688,P233
P2842,P1329
P2502,P1623
P2912,P4832
P3615,P2383
P3871,P2048
P1928,P502
P2367,P828
P2014,P1717
P1814,P3659
P3355,P569
P3319,P1996
P3959,P2321
P929,P3359
P4053,P2509
P4668,P3296
P4482,P675
P4826,P4837
P2632,P3373
P4104,P2950
P3091,P3672
P4490,P1071
P3895,P2828
P3378,P4477
P2772,P4729
P3018,P2089
P372,P3763
P589,P1202
P1790,P4693
P838,P2714
P3045,P904
P792,P3021
P4322,P875
P3013,P1548
P595,P4032
P2492,P3879
P3385,P298
P653,P4428
P711,P2384
P2778,P1932
P889,P3871
P3722,P3775
P4960,P740
P4493,P1234
P679,P84
P2422,P2445
P3427,P4029
P4286,P4376
P2615,P3669
P3414,P2775
P1903,P368
P1909,P4289
P1716,P3719
P1471,P2389
P2391,P3809
P712,P1704
P1414,P2675
P487,P4141
P4894,P3573
P2282,P3116
P840,P1684
P948,P221
P2216,P2916
P3050,P1177
P3812,P4389
P3527,P1998
P3096,P3669
P3089,P3313
P212,P118
P4717,P4647
P3519,P4127
P888,P4520
P2121,P3447
P4130,P2012
P3655,P3412
P4111,P586
P22,P3971
P2791,P851
P3166,P3844
P1037,P1881
P1882,P2886
P4049,P3212
P3498,P386
P3162,P158
P965,P1963
P3766,P2708
P3599,P2294
P4252,P3913
P3909,P2614
P2682,P550
P1018,P4215
P3412,P2460
P2951,P4084
P1313,P1443
P2737,P4174
P2421,P3933
P2664,P4548
P1379,P2252
P51,P4210
P1953,P4698
P4728,P1639
P4013,P2289
P4534,P2482
P3794,P2714
P521,P575
P347,P4804
P3909,P3313
P3601,P991
P846,P2618
P299,P3283
P171,P2391
P2021,P1075
P3492,P410
P774,P2055
P295,P1969
P1200,P4497
P4549,P1072
P829,P4237
P452,P3398
P2141,P4314
P230,P3970
P4216,P3685
P4192,P334
P1933,P2495
P954,P3257
P4730,P3338
P1789,P1980
P2957,P4939
P3044,P1147
P3523,P3654
P459,P4384
P1869,P541
P1026,P2657
P3947,P800
P1921,P3621
P2074,P3412
P2433,P1748
P6,P2854
P3344,P3671
P3639,P4887
P291,P4663
P1412,P1437
P2577,P1697
P2516,P3
P4242,P764
P1246,P2264
P2660,P4156
P2970,P2178
P2980,P3632
P429,P951
P2696,P686
P3112,P2743
P1459,P4162
P3132,P842
P2709,P4630
P3061,P2146
P3415,P2783
P344,P3753
P184,P538
P4012,P620
P2142,P2694
P1269,P791
P1601,P3631
P2166,P1225
P3065,P672
P4457,P2963
P3713,P2248
P3939,P1203
P3310,P1980
P227,P3120
P846,P328
P4029,P1855
P4860,P4628
P413,P2986
P1165,P1471
P2260,P932
P3331,P1355
P723,P2297
P3345,P4494
P2580,P2920
P1280,P749
P2486,P469
P4156,P771
P2102,P448
P1117,P3948
P964,P3613
P4928,P3126
P3593,P4205
P3657,P2394
P2186,P2118
P1692,P564
P287,P4654
P3780,P3118
P1766,P1613
P1463,P2690
P3977,P4023
P2254,P4039
P2265,P3371
P703,P3918
P448,P2997
P4970,P3256
P2594,P3003
P3904,P3160
P4434,P2301
P3415,P1595
P821,P144
P2936,P60
P2796,P3649
P3896,P2802
P3832,P2182
P467,P362
P3662,P4476
P282,P1240
P3024,P2657
P3714,P4045
P4303,P3893
P2806,P2011
P2612,P4920
P2479,P239
P4266,P1454
P4059,P1382
P539,P1353
P4631,P3820
P4035,P3199
P4966,P3368
P4806,P4613
P4749,P1504
P2529,P2149
P4458,P1780
P3044,P1845
P3877,P2024
P2332,P2946
P3946,P2552
P2745,P185
P4752,P1642
P4178,P1707
P4527,P4719
P1968,P190
P894,P869
P51,P3086
P828,P2736
P1736,P1858
P4445,P1560
P94,P1123
P1430,P2354
P4412,P1307
P2458,P202
P1220,P1990
P4501,P1109
P1404,P1193
P562,P1589
P4069,P2341
P227,P4915
P341,P2234
P2047,P2732
P2268,P1126
P1571,P1154
P2298,P4556
P3738,P4780
P3974,P1162
P2215,P228
P3886,P333
P1330,P3703
P2845,P3600
P3848,P909
P4335,P4696
P957,P2102
P2004,P2354
P4102,P1645
P4569,P2037
P4409,P1683
P230,P2756
P1169,P2320
P1113,P3476
P4085,P482
P4307,P4858
P4532,P1171
P4488,P3308
P1154,P2551
P1135,P2565
P1657,P2683
P3331,P4355
P2758,P2353
P1924,P1523
P280,P2753
P1483,P1746
P1917,P148
P3233,P4982
P3447,P181
P772,P207
P2449,P4394
P514,P780
P4939,P3673
P3682,P2293
P1777,P2270
P3495,P1677
P24,P4198
P612,P4501
P3979,P424
P4728,P3304
P941,P1697
P964,P1861
P3774,P233
P1186,P3698
P2126,P623
P4512,P4135
P618,P4107
P253,P1097
P1522,P3918
P3743,P2382
P210,P2815
P1712,P502
P2858,P1455
P3683,P1666
P4208,P2854
P2990,P4146
P819,P1689
P3061,P4293
P880,P561
P119,P4426
P4199,P2007
P4105,P4485
P2030,P1572
P1807,P1265
P1212,P663
P2629,P2056
P4475,P2824
P2527,P4353
P4774,P597
P2469,P122
P711,P3620
P388,P3236
P2992,P3116
P857,P346
P4062,P815
P4347,P3418
P2798,P4739
P943,P2823
P1593,P3861
P66,P1866
P2198,P1311
P1222,P4222
P1443,P2515
P3747,P2118
P2205,P124
P2623,P443
P4274,P4795
P1101,P72
P2696,P2119
P4806,P3066
P2170,P4109
P4442,P1961
P1900,P4019
P2952,P3922
P3311,P4072
P2343,P1807
P643,P4365
P85,P758
P2852,P2181
P4750,P276
P3326,P470
P2977,P4110
P4745,P371
P1273,P500
P3451,P2119
P3991,P606
P265,P4174
P4855,P667
P2767,P4408
P444,P716
P2821,P2150
P3094,P1312
P2220,P9
P2051,P1045
P2672,P2949
P3184,P631
P1348,P4488
P4349,P3058
P3155,P779
P767,P68
P4985,P308
P442,P175
P1470,P4454
P1900,P3003
P2234,P2657
P339,P2605
P4019,P2082
P335,P3824
P591,P2539
P911,P3404
P635,P3235
P4137,P4606
P1583,P2478
P917,P4747
P4345,P2843
P2073,P3042
P4022,P4521
P2247,P2433
P3590,P1124
P3391,P2905
P3152,P3157
P4024,P2464
P4700,P3770
P2444,P3444
P4201,P1059
P2204,P37
P3573,P32
P1762,P2801
P263,P862
P3334,P3536
P4411,P3661
P882,P3828
P2344,P1164
P451,P1169
P3204,P3242
P3538,P2937
P3590,P4264
P1961,P4779
P4946,P392
P2334,P4186
P3425,P3477
P4565,P3181
P3020,P595
P3180,P1001
P4605,P846
P380,P709
